연번,제목,날짜,글 내용,댓글 내용
539,3D 작업 컴퓨터 구매하려 하는데 이대로 구매해도 괜찮을까요?,2024.06.21 23:20,,"To. user_739032 님 안녕하세요. 견적 구성은 굉장히 잘 하셨습니다. 다만 수정할 부분이 있어서 해당 부분을 보완하시는 편을 권장드리고싶어용 비슷한 금액대에서 더 좋고 안정적인 제품으로 살짝 수정하시는 편을 추천드리다보니 제품 일부분을 약간 변경하였습니다! 구매 고려중이신 CPU쿨러는 CPU에 비해 조금 더 높게 잡혀있다 보여집니다, 추가하신 제품보다 체급을 조금 더 낮춰 구성하여도 충분히 안정적으로 사용이 가능하다보니 추후에 CPU 등 업그레이드를 고려하여 일부러 체급을 높게 잡으신 경우가 아니라면 낮춰 구성하여도 무방하셔요 메모리 부분은 게이밍 프레임 향상을 위해 EXPO / XMP 튜닝램으로 구매하시는 경우라면 6000클럭 이상 제품 기준 SK 하이닉스 칩셋을 이용한 제품으로 추천드립니다 || 안녕하세요, 신뢰을 조립하는 컴퓨티파이 입니다! 고민 중이신 견적 확인하였습니다. 컴퓨터를 정말 좋아해서 모인 컴퓨티파이답게 내가 집에서 사용할 피씨 조립한다는 생각으로 하나씩 조립해가고 있습니다"
540,보통 글카 회사는 뭘보고 고르나요?,2024.06.21 23:14,그래픽카드 조합이야 뭐 다들 잘 추천들 해주시는데 비래퍼 제품들이 너무 많아서 뭘골라야 할지 모르겠네요 보통 고르는 기준이 있나요? a/s?,"보통은 해당 제조사의 고장률이나 as 서비스 수준을 기준으로 선정합니다. || as에 민감하시면 이엠택, 갤럭시 추천드려요. 제품 자체는 msi, 긱바도 괜찮아요. 발열이 낮고 팬 소음이 적은 제품을 추천드려요. 하급보다는 중급 이상이요."
541,버츄얼 방송 원컴 방송 견적에 대한 재문의,2024.06.21 23:12,"안녕하세요 선생님들, 견적 문의 글을 재차 올리게 되어 죄송합니다. 이전 게시글을 올리고 난 후 다른 글들을 보다보니 제 글 내용이 제대로 정리되지 않아 답변을 남겨주신분들에게 스무고개를 청하게 된 것 같아서 속상한 마음에 다시 글을 남겨봅니다. 시간을 내어 먼저 견적 답변을 남겨주셨던 후원사 분들에게 사과의 말씀을 드리며, 서론으로 들어가겠습니다. 버츄얼 방송으로 원컴 방송을 하기 위한 견적이 필요해 글을 올렸습니다. 200중반에서 300초반의 견적을 생각하고 있으나, 해당 방송을 진행하면서 큰 이슈가 되지 않는다면 너무 비싸게 맞추지는 않고 아낄 수 있는 부분은 아끼고 싶은 방향입니다. 하지만 조금 더 가격을 올려야만 이슈를 해결할 수 있는 부분이라면 조금 더 올린 스펙을 추천해주셔도 괜찮습니다. Ⅰ-견적 전 참고 환경 ⓐ모니터 경성 글로벌코리아 QX3228R [ 1920x1080 FHD 144hz ] ⓑ에어컨 바람이 바로 떨어지는 자리에 컴퓨터 설치 예정 수행작업 Ⅱ-방송 송출 시 실행 될 프로그램 ⓐ방송 set 1 [OBS베이스] ⒜vseeface(페이셜트래킹[아이폰활용])+웹캠(핸드트래킹) ⒝고사양 게임 (풀옵까진 아니더라도 상옵 유지 가능한 수준) ⓑ방송 set 2 [OBS베이스] ⒜베이스스테이션/트래커 조합 풀트래킹 방송[오큘러스혼종풀트] ⒝스팀을 통한 vrchat 및 기타 vr 게임 Ⅲ-그 외 사용할 프로그램 ⓐ어도비 시리즈[포토샵,프리미어] -영상 편집 및 썸네일, 버튜버 방송을 위한 이미지 작업 ⓑ유니티/블렌더 -버튜버 방송 준비를 위한 모델링 혹은 캐릭터 작업 ※질문사항 이전 게시글의 추천견적에 7800X3D + RTX 4080 Super 7800X3D + RTX 4070ti Super 조합 추천을 받았습니다. 서론에서 말씀드렸다시피 이슈가 없는 부분이라면 아낄 수 있는 부분은 아끼고 싶습니다. 4070 Ti SUPER에서 위의 수행 작업을 시행 할 때, 사양이 충분치 않아 이슈가 생기기에 4080 super로 가야하는지, 아니면 충분히 문제없이 운용이 되지만, 출시 될 게임이나 프로그램을 대비한 넉넉한 스타일의 스펙 프렙인지 궁금합니다. 귀한 시간을 내어 긴 글을 읽어주셔서 감사드리며, 선생님들의 행복한 하루를 기원합니다.","To. user_888527 님 안녕하세요. 고려중이신 예산과 사용 용도를 기반으로 조립 서비스까지 포함하여 견적을 구성하였습니다. 해당 예산 기반이라면 라이젠 7800X3D + RTX 4070 Ti SUPER 조합으로 추천드릴게요 From. 퀘이사존 공식 후원사 팜피씨샵 견적에 대해 궁금하신 점과 부품 변경을 원하시면 아래 카카오톡으로 채팅 남겨주세요! https://pf.kakao.com/_epfZb || 안녕하세요, 신뢰을 조립하는 컴퓨티파이 입니다! 고민 중이신 견적 확인하였습니다. 컴퓨터를 정말 좋아해서 모인 컴퓨티파이답게 내가 집에서 사용할 피씨 조립한다는 생각으로 하나씩 조립해가고 있습니다 캡쳐보드 사용이 아닌 이상 ATX 사이즈 메인보드 까지는 필요 없구요 !! 모니터 환경에 따라 달라지는 부분은 그래픽카드 이예요 만일 UHD 경우 4070 Ti 슈퍼 OR 4080 슈퍼가 좋아용 고려 중이신 예산으로 사용 용도를 견적을 구성하였습니다. 고민 해보시구 언제든 카톡 주시면 친절하게 안내 드리겠습니다!"
542,컴터 조립을 하는데 이렇게 될까요?,2024.06.21 23:01,케이스기 미들타워다 보니까 공간이 협소해서 이렇게 우겨 넣었는데 수냉쿨러 팬을 앞에다가 달 계획입니다 이렇게 해도 될까요? ㅠㅠ,우선은 공간의 한계로 어쩔수 없어 보이긴하네요 || 꼭 해당 케이스를 쓰시겠다면 어쩔 수 없겠네요. 저라면 빅 케이스로 바꿀 것 같아요.
543,5600 + RX7600 견적 확인 부탁드립니다.,2024.06.21 22:58,안녕하세요 스팀게임 위주로 사용할 컴퓨터 맞출 계획입니다. 예산은 90 초반대 생각하고 있습니다.(만약 어렵다면 그래픽 카드를 RX6600으로 변경할 계획) 모니터 해상도는 1680X1050(WSXGA+)입니다.(모니터 해상도 차이에 둔감한 편) 현재 다나와에서 확인해 본 견적은 아래와 같습니다. 혹 아래 견적에서 보완할 사항이 있을지 확인 부탁드립니다.,현재구성에 큰 문제는 없어보입니다! 새 컴퓨터 장만 축하드려요! || To. user_972480 님 안녕하세요. 견적 구성은 굉장히 잘 하셨습니다. 다만 수정할 부분이 있어서 해당 부분을 보완하시는 편을 권장드리고싶어용 비슷한 금액대에서 더 좋고 안정적인 제품으로 살짝 수정하시는 편을 추천드리다보니 제품 일부분을 약간 변경하였습니다! From. 퀘이사존 공식 후원사 팜피씨샵 견적에 대해 궁금하신 점과 부품 변경을 원하시면 아래 카카오톡으로 채팅 남겨주세요! https://pf.kakao.com/_epfZb
544,안녕하세요..7800X3D 7900GRE 짜봤는데,2024.06.21 22:56,7800X3D 7900GRE 견적쫌 짜봤는데 혹시 여기서 바꿔야할꺼나 요거보다 더 저렴하게 할수있으면 한번 견적좀 부탁드립니다~~,To. 유다이병 님 안녕하세요. 견적 구성은 굉장히 잘 하셨습니다. 고려중이신 예산과 사용 용도를 기반으로 견적을 구성 할 경우 호환에 문제없는 견적으로 그대로 구매하셔도 무방합니다~! 약간 비슷한 금액대에서 더 좋고 안정적인 제품으로 살짝 수정하시는 편을 추천드리다보니 제품 일부분을 약간 변경하였습니다 참고 부탁드립니다 From. 퀘이사존 공식 후원사 팜피씨샵 견적에 대해 궁금하신 점과 부품 변경을 원하시면 아래 카카오톡으로 채팅 남겨주세요! https://pf.kakao.com/_epfZb || 안녕하세요 퀘이사존 공식후원사 피씨팩토리입니다. 견적서 및 답변내용은 v 펼치기를 통해 확인할 수 있습니다. ----------------------- 답변내용 ------------------------ * 아래 구성으로 추천드립니다. 다른 궁금하신 점은 아래 실시간 카카오톡 상담을 통해 진행하시면 빠른 상담이 가능하고 구매나 부품 수정을 원할 경우 빨간색 구매하기 버튼을 통해 진행 가능합니다.
545,호환여부를 알고싶습니다,2024.06.21 22:55,제품은 거의 다 구매했습니다,안녕하세요 퀘이사존 공식후원사 피씨팩토리입니다. 견적서 및 답변내용은 v 펼치기를 통해 확인할 수 있습니다. ----------------------- 답변내용 ------------------------ * 78x3d + 4070 ti super 구성으로 추천드립니다. ssd는 좀더 저렴한 t500 채택하셔도 게임성능에 지장없습니다. 다른 궁금하신 점은 아래 실시간 카카오톡 상담을 통해 진행하시면 빠른 상담이 가능하고 구매나 부품 수정을 원할 경우 빨간색 구매하기 버튼을 통해 진행 가능합니다. || 안녕하세요 퀘이사존 공식후원사 피씨팩토리입니다. 견적서 및 답변내용은 v 펼치기를 통해 확인할 수 있습니다. ----------------------- 답변내용 ------------------------ * 78x3d + 4070 ti super 구성으로 추천드립니다. ssd는 좀더 저렴한 t500 채택하셔도 게임성능에 지장없습니다. 다른 궁금하신 점은 아래 실시간 카카오톡 상담을 통해 진행하시면 빠른 상담이 가능하고 구매나 부품 수정을 원할 경우 빨간색 구매하기 버튼을 통해 진행 가능합니다.
546,QHD 165hz 견적 부탁드립니다..!,2024.06.21 22:44,"저번에 글을 쓰긴 했는데 제가 글을 제대로 못써서 고수분들의 견적 추천을 받으려 다시 글을 씁니다 ㅠㅠ 일단 모니터를 레안텍 27QAF65CE 사용할 예정이고 컴퓨터 사용 용도는 일반적인 유튜브 시청, 인터넷강의, 게임용밖에 없습니다. (작업 일절X) 본체를 200~250 한으로 맞추려고 생각중입니다. 저장장치는 1테라로 부족할 것 같아서 윈도우 설치용 하나에 게임 설치용 하나로 구성하고 싶습니다. 모니터가 QHD 165hz라 평균 프레임 방어만 되도 충분하다고 생각해서 평균 프레임 방어만 되는 견적으로 맞춰주시면 감사하겠습니다. 제가 하는 게임은 배그, 스팀게임(gta, 콜오브듀티, 배틀필드, 어쌔신 크리드), 타르코프 같은 게임을 합니다. 예산 조금 초과되도 괜찮으니 추천 부탁드리겠습니다!",To. user_969148 님 안녕하세요. 고려중이신 예산과 사용 용도를 기반으로 조립 서비스까지 포함하여 견적을 구성하였습니다. 해당 예산 기반이라면 라이젠 7800X3D + RTX 4070 Ti SUPER 조합으로 추천드립니다! SSD 용량을 2TB로 구성하여 게이밍 설치 공간에 용이하도록 구성하였습니다 DDR5 메모리 기준 EXPO / XMP 적용 없이 순정 상태로 사용하시는 경우라면 하이닉스 칩셋을 사용한 메모리가 불량률도 낮고 호환성이 좋으며 안정성도 높은 부분이라 SK하이닉스 칩셋을 사용한 ESSENCORE / PATRIOT / TeamGroup / GEIL (SK하이닉스 선별 제품) 사 메모리로 구성하시는 편을 추천드립니다 파워 부분은 SKULL SM 시리즈 라인업 제품이 ATX 3.0 정식으로 지원하는 제품에서 가성비도 좋은 제품이며 CWT OEM 제품이라 안정성 등 충분한 모델이라 보고있고 AS 기간이 10년이면서 AS 정책이 좋다보니 해당 모델로 구성하시는 편을 권장드립니다 || 안녕하세요 퀘이사존 공식후원사 피씨팩토리입니다. 견적서 및 답변내용은 v 펼치기를 통해 확인할 수 있습니다. ----------------------- 답변내용 ------------------------ * 78x3d + 4070 ti super 구성으로 추천드립니다 ^^ 다른 궁금하신 점은 아래 실시간 카카오톡 상담을 통해 진행하시면 빠른 상담이 가능하고 구매나 부품 수정을 원할 경우 빨간색 구매하기 버튼을 통해 진행 가능합니다.
547,본체 견적 질문드려요,2024.06.21 22:41,Wfhd 모니터 기준으로 그래픽카드1660super 소지중입니다 오로지 게임 로아 하나만 하고 유튜브만보는데 1660 끼울수있는 사양으로 견적좀 알려주실수 있을까요 예산은60 이하였으면 좋겠습니다 쌀수록 좋아요,To. 꽁이네 님 안녕하세요. 고려중이신 예산과 사용 용도를 기반으로 조립 서비스까지 포함하여 견적을 구성하였습니다. 저희 측으로 그래픽카드를 보내주시면 장착 및 테스트까지 완료해서 출고 도와드리고 있으니 구매에 참고 부탁드립니다~! From. 퀘이사존 공식 후원사 팜피씨샵 견적에 대해 궁금하신 점과 부품 변경을 원하시면 아래 카카오톡으로 채팅 남겨주세요! https://pf.kakao.com/_epfZb || 안녕하세요 퀘이사존 공식후원사 피씨팩토리입니다. 견적서 및 답변내용은 v 펼치기를 통해 확인할 수 있습니다. ----------------------- 답변내용 ------------------------ * 5600 구성으로추천드립니다. 다른 궁금하신 점은 아래 실시간 카카오톡 상담을 통해 진행하시면 빠른 상담이 가능하고 구매나 부품 수정을 원할 경우 빨간색 구매하기 버튼을 통해 진행 가능합니다.
548,4080s 견적 봐주세요!,2024.06.21 22:23,퀘이사존화이트로 맞춘 본체입니다! 가격은 최저가로 알아봐서 살 건데 1. 이 견적 괜찮을까요?? 보안할 점 알려주세요! 2. 케이스가 작은데 꽉 채운 느낌이 좋아서 이렇게 했는데 간섭 없이 다 조립 될까요? 3. 파워은 850으로 충분한가요? 고수님들 답변 부탁드립니다!,"기존 틀은 유지하되 가격을 현저히 낮춘 견적 남겨드립니다. 성능은 동일 합니다. 미니샵 견적달인 HPPLE 님의 견적입니다. LV. 2330 21 구매 0 0 리뷰 1722 15 견적 48 0 후기 번호 분류 상품명 수량 현금가 카드가 1 CPU AMD 라이젠7-5세대 7800X3D (라파엘) (정품) 1 553,800원 560,040원 2 메인보드 ASRock B650M Pro RS WiFi 대원씨티에스 1 226,800원 235,040원 3 메모리 ADATA XPG DDR5-6000 CL30 LANCER RGB 화이트 패키지 (32GB(16Gx2)) 1 172,400원 183,290원 || To. 졸리면자는사람 님 안녕하세요. 견적 구성은 굉장히 잘 하셨습니다. 다만 수정할 부분이 있어서 해당 부분을 보완하시는 편을 권장드리고싶어용 화이트 감성에 잘 어울릴 수 있도록 일부 부품을 화이트 제품으로 약간 수정하였습니다 구매에 참고해주시구요, 비슷한 금액대에서 더 좋고 안정적인 제품으로 살짝 수정하시는 편을 추천드리다보니 제품 일부분을 약간 변경하였습니다! 메모리 부분은 게이밍 프레임 향상을 위해 EXPO / XMP 튜닝램으로 구매하시는 경우라면 6000클럭 이상 제품 기준 SK 하이닉스 칩셋을 이용한 제품으로 추천드립니다 DDR5 메모리 기준 EXPO / XMP 적용하여 사용하시는 경우라면 하이닉스 칩셋을 사용한 메모리가 불량률도 낮고 호환성이 좋으며 안정성도 높은 부분이라"
