연번,제목,날짜,글 내용,댓글 내용
815,ITX 최대한 저발열로 조립하려 합니다. 견적조언 부탁드립니다.,2024.06.26 18:16,"안녕하세요. 엘든링, 검사, 발더게3 등 RPG와 스팀게임을 좋아하는 사람입니다. 현재 사용하는 PC사양은 대충 i7-12세대/32GB DDR4/ GPU RTX3080ti/ MB B760 (M-atx)/ 750W에 쿨러는 공랭 CPU팬 75mm 정도입니다. 케이스는 존스보 M-ATX 풀 알루미늄바디를 쓰고요, 국외파견을 앞두고 있어 게이밍 노트북을 살지 아니면 itx PC를 맞춰서 들고갈지를 고민하고 있었는데 친구가 빌려준 레이저 블레이드 노트북을 써보니 고성능 노트북도 장시간 발열은 잘 못잡는구나 싶더군요. 그래서 ITX를 맞춰갈까 하는데 역시나 발열이 고민입니다. 오랜시간 게임하다 보면 과열로 PC가 꺼지는 일이 가끔씩 있었는데 m-atx에서도 생기던 발열문제가 itx에서는 어떨지 걱정이 되더라고요. 이전까지 안정성 이슈로 인텔 CPU만을 고집해왔습니다만 발열문제를 해결할수 있다면 이번기회에 AMD로 갈아탈 생각도 하고있습니다. 일단 생각하는 스펙은 CPU: i7~i9 14세대, (벌크, 병행수입, 오버클럭 안함) RAM: 64~128GB DDR5 (6000mhz 이상) MB: Z790m-itx (wifi포함) GPU: RTX4070ti **보드랑 글카는 되도록 같은 회사로 맞추고 싶어욥 SSD: 2~4T 파워: 750w (이 이상 필요할까요?) 케이스: [Fractal Design의 Terra] 혹은 [JONSBO의 V11]입니다. 생각하는 가격대는 350~400 정도고요. 쿨러는 무조건 공랭입니다. (수랭은 관리도 어렵고 이동할때 혹시 파손될까봐 걱정되서 못달겠어욥...) 국외로 4년이상 나가있을 예정이라 현지에서 PC맞추는것도 생각해봤지만 생각보다 원활한 부품수급이 어려울듯 하여 결정하였습니다. 혹시 견적 짜는것을 도와주실수 있으실까요? 성능을 너무 포기하지 않으면서 최대한 발열이 적었으면 합니다. (컴퓨터를 잘 모르는 편이라 언더볼팅은 염두에 두고 있지 않습니다..) ITX를 사용하고 계시거나 조립해보신 고수님들의 가르침이 절실합니다... 감사합니다..",지금 고려중이신 스펙도 발열량 자체가 많을 것 같은데요! 발열량이 적은 시스템으로 구성을 하신다면 견적 구성을 조금 더 낮추어주시는 것이 좋을 것 같습니다 ㅠㅠ || 13~14세대 i7 이상 CPU부터는 3열 수랭 쿨러 중에서도 최상급 모델로 무조건 구성해 주셔야 하는 부분이라 SFF 빌드에서는 발열 제어가 힘들 듯 보입니다..ㅠㅠ 단적인 게임용으로 구성하시려는 거라면 라이젠 구성 추천드립니다.
816,견적 여쭈어봅니다!(ONLY 아세토코르사 풀옵사양 가성비 질문요!),2024.06.26 18:04,"OS Windows 10 64 비트 CPU Intel Core i5-8600K 또는 AMD Ryzen 5 2600X 램 16GB RAM 하드 50GB 여유 공간 그래픽 GeForce GTX 1070 8 GB, Radeon RX 580 8GB 위내용이 네이버정보에 있는 권장 사양입니다! 풀옵 으로 하고 최신 심레이싱도 풀옵으로 즐기고싶은데 100정도 예산으로 가성비 견적 문의 드립니다! 다른 게임은 안하고 가끔 영상 시청이나 어도비 작업용으로 사용 할 겁니다!!!! 노트북만 쓰고 데스크탑은 10년 전에 삼성 매장에 가서 산게 전부라.... 잘부탁드립니다..ㅠ",고려중이신 예산과 사용 용도를 기반으로 조립 서비스까지 포함하여 견적을 구성하였습니다. 견적에 대해 궁금하신 점과 부품 변경을 원하시면 아래 카카오톡으로 채팅 남겨주세요! http://pf.kakao.com/_epfZb/chat 이미지 구분 상품명 할인가 판매가 수량 합계 || To. 형쭈 님 안녕하세요. 고려중이신 예산과 사용 용도를 기반으로 조립 서비스까지 포함하여 견적을 구성하였습니다. 해당 예산 기반이라면 라이젠 5600 + RTX 4060 조합으로 추천드릴 수 있겠습니다 From. 퀘이사존 공식 후원사 팜피씨샵 견적에 대해 궁금하신 점과 부품 변경을 원하시면 아래 카카오톡으로 채팅 남겨주세요! https://pf.kakao.com/_epfZb
817,[팜피씨샵 출고사진]🖥️커세어 5000D를 활용한 다용도 PC!,2024.06.26 17:57,"안녕하세요. 조립PC, 오버클럭, 방송 세팅, 이스포츠에 진심인 퀘이사존 공식 후원사 팜피씨샵입니다. 오늘은 커세어 5000D 케이스입니다! 고객님께서 자세한 상담없이 주문주신 PC인데 3열 수랭 쿨러 장착이 불가능한 케이스로 주문해 주셔서 비슷한 금액대에서 커세어 5000D가 마음에 드셔서 변경한 출고 건입니다! 전체적인 PC 구성은 라이젠 7950X3D + RTX 4080 SUPER 입니다! 해당 구성이라면 작업, 성능 모두 만족하시면서 가능할 정도로 하이엔드 사양입니다! 자세한 사양표는 제일 하단에 적어두었습니다 :) 바로 팜피씨샵만의 테스트 과정&선정리 보여드릴게요! 기본적으로 BIOS 업데이트 & BIOS (전력제한 해제, PBO, XMP, EXPO) 세팅은 해드리고 있습니다. ^^ [팜피씨샵 테스트 과정] [하드웨어 인식 확인] BIOS 업데이트 및 최적화 세팅 후, 정확하게 인식을 하는지 체크합니다. [CPU 테스트] 멀티 코어로 5분간 테스트를 진행합니다. 부하 전과 후의 온도를 기록하며 여기서 CPU, 쿨러 등의 불량을 체크할 수 있습니다. (Cinebench R23 (시네벤치 R23) - 오픈소스) [RAM 테스트] 20~30분 테스트 진행합니다. (사양에 따라 테스트 시간 차이가 발생합니다.) CPU 와 메모리의 동시 부하로 시스템 안정성을 확인하기 위해 테스트를 진행합니다. 한 사이클 당 성능 수치를 확인하고 여기에서 CPU / 메모리 불량 유무를 확인합니다. (오버클럭PC에서 진행하는 안정화 테스트였으나, DDR5에서 불량이 많이 발견되어 적용하였으며, TM5보다 오류 검출력이 뛰어나 사용중입니다.) ※ 본 프로그램은 세팅 및 설정을 잘못하여 테스트할 경우 해당 하드웨어에 심각한 대미지를 줄 수 있습니다. (Y-Cruncher - 오픈소스) [VGA 테스트] GPU 테스트 10분 테스트를 진행합니다. 그래픽카드의 불량 여부를 점검하기 위한 테스트이며 부하 전과 후의 온도 및 성능을 확인합니다. ※ 본 프로그램은 세팅 및 설정을 잘못하여 테스트할 경우 해당 하드웨어에 심각한 대미지를 줄 수 있습니다. (OCCT - 오픈소스) [SSD / HDD 테스트] 2회 중복 테스트 진행합니다. SSD 및 HDD 의 상태 및 읽기, 쓰기 속도를 측정하며 온도는 HWInfo64 에서 측정합니다. 여기서 SSD 및 HDD 등 스토리지 제품의 불량 유무를 확인할 수 있습니다. (Crystal Disk Info & Mark - 오픈소스) + [인터넷 / 사운드 테스트] 랜 칩셋이 제대로 잡혔는지 확인하며 스피커를 연결하여 사운드가 제대로 작동하는지 확인합니다. [전체적인 외관 검수] 테스트를 하면서 주문서와 부품이 동일한지 HWINFO 프로그램을 통하여 재차 확인하고 있으며, 전체적인 외관 검수도 진행하고 있습니다. [윈도우 정품 인증] Windows 정품 구매해 주신 모든 분들께는 OS 설치 및 정품 인증, 드라이버 설치 및 세팅까지 완료해서 출고를 도와드리고 있습니다! 2024년 6월 PC 추천 월간 견적! CPU : AMD 라이젠9-5세대 7950X3D (라파엘) (멀티팩(정품)) 쿨러 : NZXT KRAKEN 360 RAM : ESSENCORE KLEVV DDR5-6000 CL30 BOLT V 패키지 서린 (32GB(16Gx2)) 메인보드 : MSI MAG B650 토마호크 WIFI VGA : 이엠텍 지포스 RTX 4080 SUPER BLACK STORM OC D6X 16GB SSD : 삼성전자 990 PRO M.2 NVMe (2TB) HDD : Western Digital WD BLUE 5400/64M (WD20EARZ, 2TB) 케이스 : CORSAIR 5000D CORE AIRFLOW (Black) 파워 : SuperFlower SF-1000F14XG LEADEX VII GOLD 블랙 ATX3.0 튜닝 : ARCTIC P12 PWM PST VALUE PACK 서린 해당 사양 외 견적 상담이 필요하실 경우 아래 카카오톡 실시간 상담으로 도와드릴 수 있도록 하겠습니다! http://pf.kakao.com/_epfZb 감사합니다. :)",이 케이스의 단점은 사이즈가 은근히 커 보이면서도 상단이 또 은근히 좁아서 상단 라디 구성 시 CPU 8핀이 눌린다는 데 있죠 Y60만큼은 아니지만 라디팬에 걸리지 않게 주의할 필요는 있는 케이스라고 생각합니다. || 사양표에는 라이저킷이 있는데 쓰인거 맞나요?!
818,컴퓨터 견적 문의합니다,2024.06.26 17:43,"생각해보니 윈도우 10 지원종료가 내년인데 동생 컴퓨터가 하스웰에서 멈춰있더라고요 강제 업그레이드보단 이걸 핑계로 본체를 아예 싹 갈려고 합니다 조립할줄 아는 사람이 저 뿐이라 제가 나라의 부름을 받기 전에 어서 바꿔줘야 하는데 제가 견적을 짜려니 이거 살빠에 좀 더 보태서...를 반복하다보니 제대로 못 짜겠더라고요 하는 게임은 오버워치2, 카트라이더 드리프트, 레데리2 정도인것 같습니다 모니터는 FHD 60hz고요 예산은 60만원 정도인데 조금 벗어나도 됩니다 돈을 좀 아껴야 하는 편이라 cpu는 AMD로 해야할것 같습니다 미래에 cpu를 또 바꾼다면 소켓 때문에 메인보드까지 바꾸고 싶지 않아서... 쿨러도 공랭쿨러를 희망합니다 짭수? 여도 나중에 A/S를 신청한다던가 그런걸 할 수 있는 사람도 저뿐이라서.... 그래픽카드는 Nvidia 제품이 필요합니다 저장장치는 제외입니다 구매는 가능한 빠른 시일 내로 하려고 합니다 핫딜 존버나 중고, 알리같은 경로로 드래곤볼처럼 모으는것도 가능합니다 추가로 필요한 정보가 있으시다면 알려주세요",업그레이드를 고려하신 구성이라면 예산을 조금 더 늘려주시는 편이 좋을 것 같습니다 ㅠㅠ || 안녕하세요 퀘이사존 공식후원사 피씨팩토리입니다. 견적서 및 답변내용은 v 펼치기를 통해 확인할 수 있습니다. ----------------------- 답변내용 ------------------------ * 레데리를 하시는거라면 60만원대 견적으로는 최저옵션도 힘들 수 있습니다 ㅠㅠ.. 조립을 직접 하신다가정하에 견적을 드려도 70만원대 견적으로 구성이 가능합니다 다른 궁금하신 점은 아래 실시간 카카오톡 상담을 통해 진행하시면 빠른 상담이 가능하고 구매나 부품 수정을 원할 경우 빨간색 구매하기 버튼을 통해 진행 가능합니다.
819,컴뉴비 배그 로아용 게이밍 컴입니다,2024.06.26 17:42,안녕하세요. 게이밍용이구요 라라랜드 참고했습니다. 파워랑 쿨러는 매물이 없어서 찾아보고 봐꿔 봤어요. 구성 및 케이스 호환때문에 질문드려요! 스샷키 고장이라 사진으로 올리는점 양해 부탁드립니다,어떤 게임을 주로 하실까요? || 쿨러가 상당히 과합니다 보드 구성도 좋지 못하구요
820,글카를 좋은걸 써도 모니터가 안좋으면 글카좋은거 써도 소용없다는데 맞나요?,2024.06.26 17:27,모니터는 그냥 큐닉스 FHD QX332F 180 HDR 강화유리 샀는데 저 글카에 모니터 저거 쓰면 안좋나요??,FHD모니터에 RTX4060TI 그래픽카드시네요! 적절한 것 같습니다! 오히려 게임에 따라서는 모니터의 주사율을 모두 이용하지 못할수도 있을 것 같습니다 ㅠㅠ || FHD모니터에 RTX4060TI 그래픽카드시네요! 적절한 것 같습니다! 오히려 게임에 따라서는 모니터의 주사율을 모두 이용하지 못할수도 있을 것 같습니다 ㅠㅠ
821,"스팀게임(rpg,fps) + 영상편집(입문) 용 견적 부탁드립니다",2024.06.26 17:20,예산은 150 생각하고 있고 모니터도 부탁드려요! 감사합니다.,영상편집은 어떤 프로그램을 사용해주실까요? 축하합니다! 행운 포인트 9점을 획득하였습니다. || 안녕하세요 퀘이사존 공식후원사 피씨팩토리입니다. 견적서 및 답변내용은 v 펼치기를 통해 확인할 수 있습니다. ----------------------- 답변내용 ------------------------ * 영상편집 입문을 하시는거라면 게임용으로 구성을 하시면 충분히 영상편집 배우시는대 사용하기 문제없는 견적입니다 ^^ 다른 궁금하신 점은 아래 실시간 카카오톡 상담을 통해 진행하시면 빠른 상담이 가능하고 구매나 부품 수정을 원할 경우 빨간색 구매하기 버튼을 통해 진행 가능합니다.
822,고수분들 도와주세요,2024.06.26 17:11,"작업용 pc견적이고 가끔 게임도 할거 같긴 합니다 작업은 캐드, 라이노,엔디스케이프, 렌더링 조금 합니다 게임 롤말곤 딱히 안하구요 아래 견적이 오버스펙일까요? 오버스펙이 맞다면 사용 용도에 맞게 가성비 챙긴 견적 알고싶습니다… + 요즘 작업용은 인텔이 좋은지 암드가 좋은지 알려주심 감사하겠습니다 😗",안녕하세요 퀘이사존 공식후원사 피씨팩토리입니다. 견적서 및 답변내용은 v 펼치기를 통해 확인할 수 있습니다. ----------------------- 답변내용 ------------------------ * 작업몇 게임몇 으로 사용을 하실까요? 게임을 롤 정도만 하시고 다른 게임은 안하시는거라면 AMD 라이젠 7900 + RTX 4070 TI SUPER 로 구성을 해주셔도 좋을 듯 하며 인텔은 현재 급사 이슈나 발열이슈가 있어서 AMD 제품으로 많이 || 14600k 보다 상위 작업 성능인 7900 cpu로 변경하시는 게 좋습니다. 케이스는 어항류 c8 white 에 p12 white 팬으로 구성하시는 편이 더 저렴합니다. 그래픽카드는 이엠텍 조텍 갤럭시 이노3d로 구성하는 게 as 가 좋습니다. pm9a1은 지속적인 펌웨어 이슈가 있어 작업용으로는 적합하지 않아 pcie4.0 상위 제품인 t500 이나 sn850x로 변경하시는 걸 추천드립니다. 메모리는 작업 용도라면 안정성이 최우선이라 5600 클럭 기본 메모리 구성에 화이트 메모리 방열판 구성 추천드립니다. 파워는 고주파 발생까지 새제품 교환 정책으로 as 1티어인 슈퍼플라워나 뉴젠 스컬 제품 추천드립니다. 미니샵 견적달인 coke_bear 님의 견적입니다. 13020 118 2 0 8055 73 422 3
823,배그용 컴퓨터 매우낮음 견적 요청 드립니다.,2024.06.26 16:53,정보가 너무 없이 올렸습니다. 댓글 참고해서 다시 올리겠습니다. 댓글 추천 감사합니다.,고려중이신 예산이 어떻게 되실까요? || PC에 사용할 예산이 어느정도인지 짚어주셔야 정확한 안내가 가능하다보니 괜찮으시다면 예산이 어느정도인지 짚어주시겠어요? 답글에 남겨주시거나 게시글을 수정해주시면 확인 후 그에 맞게 견적서 구성 도와드리겠습니다! 견적에 대해 궁금하신 점과 부품 변경을 원하시면 아래 카카오톡으로 채팅 남겨주세요! https://pf.kakao.com/_epfZb
824,작업용pc 견적 내봤는데 어떤지 봐주세요!,2024.06.26 16:52,"작업용pc 견적짜봤는데 어떤가요? 언리얼,어도비,3d맥스 이런류의 프로그램을 사용합니다. 예산은 본체만 300~350 사이로 잡고 있고 현재 모니터는 4k 듀얼로 사용하고 있습니다 메모리만 64기가로 바꿔서 결제하려고 하는데 수정할 부분 있으면 알려주세요! 감사합니다.","게임을 하지않으신다면 CPU는 7950X로 구성해주시면 좋을 것 같습니다! 쿨러도 비슷한 성능의 더 저렴한 제품으로 추천드릴게요! -------------------- 아래 카카오톡 채널으로 문의를 남겨주시면 더 자세하게 견적상담을 드리도록 하겠습니다! 카카오채널: https://pf.kakao.com/_ErDGxj / 웹사이트 : 08dragon.com 이미지 카테고리 상품명 수량 가격 합계 CPU AMD 라이젠9-5세대 7950X (라파엘) (멀티팩(정품)) 1 780,910원 780,910원 메모리 TeamGroup DDR5-5600 CL46 Elite (32GB) 2 128,000원 256,000원 || 메모리는 5600 클럭으로 구성하는 게 가격도 더 저렴하고 성능도 더 좋습니다. ssd는 pcie4.0 상위 제품인 t500 이랑 가격대가 비슷해서 t500 으로 구성하는 게 좋습니다. 파워는 고주파 발생까지 새제품 교환 정책으로 as 정책이 가장 좋은 슈퍼플라워나 뉴젠 스컬 제품으로 변경하시는 걸 추천드립니다. 미니샵 견적달인 coke_bear 님의 견적입니다. LV. 13020 118 구매 2 0 리뷰 8055 73 견적 422 3 후기 번호 분류 상품명 수량 현금가 카드가 1 CPU AMD 라이젠9-5세대 7950X3D (라파엘) (멀티팩(정품)) 1 815,750원 848,960원"
