작성일,커뮤니티명,질문 제목,질문 내용,답변 1,답변 2,답변 3,답변 4,답변 5
2021.03.24 작성,사람인-자소서,면접인데 자소서.....,제가 외국계 생산직을 넣었는 데 자소서에 잘 못 해서 다른 회사를 기제한 자소서 내용이 들어갔습니다. 그리고 마감 하루만에 서류 붙어서 면접을 3일 뒤에 보러 오라고 하네요...... 이런 경우가 처음이라 당황스럽습니다. 우선 면접을 보러 가려고 하는데 합격 문자 받고 2일 뒤에 생산직 또 뽑는다고 올라왔네요.... 마음이 싱숭생숭 합니다.,혹시 ㅂㄹㅅ?,오잉? 자소서를 자세히 안 보셨거나 아니면 그냥 질문자님이 마음에 들어서 아닐까요..? 그래도 좋은 기회이니 면접 잘 보고 오세요~!,,,
2021.03.22 작성,사람인-자소서,자소서 작성 때문에 고민입니다.,"안녕하세요 선배님들, 올해 졸업한 취준생입니다. 나름대로 자소서 작성해서 원서 제출하는 데 서류 전형에서 자꾸 탈락하네요.. 어떤 부분이 잘못된 지 잘 몰라 답답합니다. 자소서 첨삭할 수 있는 곳만 있으면 첨삭받고 싶네요",답변 없음,,,,
2021.03.15 작성,사람인-자소서,중소기업 자소서,중소기업에 지원하려고 하는데 자기소개서에 대한 항목이 없을땐 어떤 주제로 써내려가는게 좋을까요?,"보통은 성장과정, 성격의 장단점, 지원 동기, 입사 후 포부 이렇게 4가지로 쓴다고 알고 있는데 자유 양식이니 만큼 질문자님이 나에 대해 이런 걸 알려드리고 싶다! 난 이런 걸 잘한다!라는 느낌을 적어보시는 건 어떨까요?",,,,
2021.03.13 작성,사람인-자소서,자기소개서 작성하는 방법 자세히 공유 부탁드립니다 ㅠ,이직이 처음이라서 자기소개서 작성하는 방법이 너무 어려운데 정답좀 알려주세요ㅠ 지원하려고하는 회사에서 자기소개서 자유양식에 경력기술서도 함께 제출하라고 하는데 그러면 자기소개서에 경력사항 항목은 안쓰는게 좋을까요?? 자유양식이여서 항목을 어떤걸로 해야할지 잘 못정하겠습니다ㅠㅠ 일단 지원동기랑 성장과정 입사후포부정도만 하고 경력기술서로 내려고 하는데 자기소개서에 경력사항도 적는게 나을까요?? 알려주세요ㅠ,자기소개서 자유양식은 원하시는 항목(기본항목)을 쓰시구요 보통 1.성장과정 2. 성격의 장단점 3. 학교생활 4. 지원동기 5. 입사후 성장목표 6. 경력사항.. 이력서 사면 이렇게 폼이 되어있네요. 경력사항을 따로 적는 것도 좋을것 같아요. 어떤직군에서 어떤 프로젝트나 관련 일을 했는지 그리고 상세하게 쓰면 좋겠죠. 밑에 도움이 될지 몰라 유튜브 공유해봅니다. https://youtube.com/watch?v=LRgAoHbcmXs&feature=share,,,,
2021.03.11 작성,사람인-자소서,이력서 열람,지금 제가 지원한 곳이 지원자가 많아서 이력서 열람을 못 하는 걸까요 아님 이력서 제목이 이목을 끌지 못한 걸까요 맘 같아선 전화로 (안녕하세요 ~~~~~~~~에 지원한 아무개입니다 이력서 열람해 주시면 감사하겠습니다 잘 부탁드립니다 감사합니다)라고 하고 싶지만 그냥 기다리는 게 답이겠죠,이력서에 혼을 갈아넣으세요,채용 끝났던가 아님 바뻐서 확인 못했던가 둘 중 하나죠 다른데도 넣고 일주일 정도 기다려보세요~ 그리고 이력서 제목에 이상한 미사여구 넣는거 하지마세요,열람하고 맘에들면 따로연락이 오더라구여,,
2021.03.11 작성,사람인-자소서,사무보조 자소서,"26살 취준생입니다 4년제 졸업한지 2년째인데 아직 취업을 한번도 하지 못했습니다 시각디자인전공이지만 학교다니면서 디자인 과제에 너무 지쳐 지금은 사무보조 쪽으로 준비 중입니다 이번에 엑셀,ppt 자격증도 따고 자소서를 쓰고있는데 성장배경을 어디서 부터 시작해야할지 모르겠습니다 알바는 많이 해봤지만 거의 서비스업을 했고 사무보조알바는 해보지않아 자소서 쓰는게 많이 어려워요ㅠㅠ","유튜브 인싸담당자 채널에서 자소서 관련 영상들이 많이 올라오는데 자소서쓰실때 참고하면 좋을것 같아요!! (홍보아니고 저도 같은 취준생,,ㅠ)",,,,
2021.03.10 작성,사람인-자소서,32살 신입 자소서 공백기 관련내용 기입관련,대학교 졸업하고 취업준비를 하던 와중에 아버지께서 의료사고로 반신마비가 오셨습니다. 어머니께서 지병이 있으시고 아버지 재활에 힘쓸 체력이 되시지 않아 제가 아버지 재활을 도맡아 왔습니다. 그러는 와중에 졸업한지 벌써 5년이라는 시간이 훌쩍 지나가 버렸습니다. 감사하게도 부모님께서 재활에 힘쓰지말고 너의 인생을 위해 살라고 말씀해주셨습니다. 마침 동생이 졸업한지 얼마 되지 않기도 했구요 그래서 올해 2월부터 취업전선에 뛰어 들고 만료된 어학성적도 다시 따면서 취업준비를 하고 있습니다. 질문은 자소서에 공백기에 관한 내용을 쓰는 것이 좋을까요? 취업준비를 하는데 약점이 될 것 같아 쓰지 않고 있는데 솔직하게 쓰는것이 맞는건지 궁금합니다.,질문자님이 괜찮으시다면 공백기 동안 어떤 일이 있었고 이를 통해 어떤 걸 배우고 느껴서 지금 다시 취업을 준비하고 있는지 적으면 좋지 않을까 합니다. :-),,,,
2021.03.09 작성,사람인-자소서,호텔조리사로 다시 직업을 가지고 싶습니다.,안녕하세요 호텔조리사로 1년2개월 다른 여러 업정 저니맨 생활하면서6개월정도를 조리사 생활을 하다 공부를 하며 현재 1년정도 취준을 하고 있습니다. 현재 코로나 영향으로 호텔 조리직이 많이 나오지 않는 상황에서 꾸역꾸역 공고 올라오는 곳 마다 넣고 있지만 기다리기 지쳐가네요.....가장 큰문제가 자기소개서 같은데 호텔 조리사로서 자소서에 녹여내면 가장 좋은 것들이 뭐가 있을까요?많은 호텔조리직 선배님들 많이 알려주세요!감사합니다!,답변 없음,,,,
2021.03.08 작성,사람인-자소서,29살 막장인생 자소서는 어떻게 써야할까요.,"강원도쪽 지방 4년제 대학교 컴공졸업 2018년 봄졸업 (학점평균 3.1 , 12학년 2초반 찍었다가 3학년 군대복학후 어떻게든 3은 넘겨놨네요 ㅜ) 그리고.. 졸업후 방황하다가.. 2020년 여름까지 pc방에서 야간 알바만 하고 살았습니다 ㅜㅜ(거의 2년이네요..) 그리고.. 이대론 정말로 안되겠다 싶어서 알바그만두고 2021년 3월초 까지 it 국비교육 들었습니다. 자소서를 써야하는데 정말 너무막장으로 살았네요 ㅜㅜ * 봉사활동 경험 無 * 동아리 활동 無 * 공모전 경험 無 * 자격증 1개 (시스코 자격증 CCNA 1개 ㅜ , 정보처리기사는 학교댕길때 4학년때 필기는 따놨는데 실기 시험 떨어지고 쭉 놔뒀다가 2년 지나버려서 국비교육들으면서 필기 9월에 합격하고 실기 11월 시험 다시도전했는데 또 낙방했네요 ㅜ 흔한 토익 같은거도 없습니다 ㅜㅜ ) * 졸업후 3년간 공백 (말그대로 알바만 하고 살았습니다.. 모아둔 돈만 많네여) 쓰고보니 진짜 절망만 느껴지네요.. 3일동안 1자도 못적었습니다.. 유튜브 이런데 봐도 저같은 사람은 참고할만한 것도 없네요 ㅜ 이런 저도 자소서를 잘쓸수 있을까요 ㅜ 어떻게 어떤식으로 적어야할지 감도 안잡힙니다.","안녕하세요. 마인드카페 전문상담사입니다. 현재 취업을 위해 자소서를 쓰려고 하시는 중 고민이 되어 사연 남겨주셨군요. 졸업 후 방황하시며 알바를 하시다가 이제는 안되겠다! 라는 생각이 들어 이제 다시 마음 다잡고 취업을 하려하는데 막상 쓰려고 하니 쓸 것이 없다는 생각이 들어 막막한 기분이 드시는 상황이네요.. 취업할 때 공부하는 것도 어렵지만 어떤 곳에 이력서를 넣을지, 그리고 이력서를 어떻게 작성할지, 자기소개서를 어떻게 준비해야할지 생각하는 것도 취준생분들이 정말 어렵게 생각하는 부분이기도 해요. 이 때, 나의 과거를 쭉 생각해보면 괜히 '아 이거라도 더 해볼걸' , '난 왜 이것도 안했지' 라는 생각이 들며 자책을 하게 되기도 하죠. 하지만 글쓴이님의 인생을 막장인생이라고 표현할 수는 없습니다. 단지 나의 인생의 길에서 잠시 어떤 길로 가야하는지 방황하는 시간이었을 뿐이에요. 하지만 작년부터 조금씩 힘을 내어 알바도 그만 두시고 국비교육까지 들으셨지요. 정말 막장인생이었다면 내 인생을 위해 용기내어 결정하지도 못하고 어떤 것을 해보려 생각하지도 못하셨을거에요. 조금 더 자신에게 용기와 믿음을 주시기 바랍니다. 가장 먼저 지금 어떤 일을 하고 싶으신지, 어떤 것이 나의 적성에 맞을지 등을 생각해보시면 좋을 것 같아요. 사람들이 다 하는 그런 자격증이 아닌 내가 가고싶은 길의 자격증을 지금부터 차근차근 해보신 후 자기소개서에 이렇게 방황했던 경험, 다시 딛고 힘을 내게 된 경험과 계기 등을 써주시며 글쓴이님만의 특별한 자기소개서를 만들어보는 것 어떨까요? 여러가지 길 앞에 서서 지금까지는 주저앉아 어떤 것도 할 에너지가 없었다면 지금은 이 길로 한번 가볼까? 저 길로 가볼까? 를 생각해보시며 두 다리로 단단히 땅을 딛고 서있는 것이에요 :) 이렇게 힘을 내고 있는 나 자신에게 조금 더 용기를 주시기 바랍니다 :) 그리고 언제든 어려움이 있으시다면 도움 요청해주시기 바랍니다. 항상 응원하겠습니다!","제 생각에는 자소서에 쓸게 없으시면 만들 필요가 있다 봅니다. 인생의 쓴맛은 많이 느끼셨을거라 생각됩니다. 다시 학생으로 돌아간다면 그러지 않았을텐데 라는 후회도 하셨을거 같습니다. 4년제를 나오셨으니 학사편입을 준비하는게 좋을거같습니다. 어짜피 3일동안 한글자도 못적을거 계속 붙잡고 있어봣자 두글자 이상 안나갈겁니다. 그럴땐 시간과 돈이 들더라도 다시 시작하는게 나을거같습니다. 편입 준비하시면서 토익 공부 시작하시고 하고싶으신거나 자신과 잘 맞는걸 찾아서 공부하세요 인생은 노력으로 바뀔 수 있습니다. 학교 다니시면서 봉사, 공무전 준비하시면 3일동안 한글자 못채우던 자소서 2~3년이면 종이가 부족할겁니다. 포기하지 마시고 힘내셨으면 좋겠네요.",음 원하는 분야 자격증 조금 더 취득하시는게 어떨까욧? 그리고 성적도 처음보다 많이 올렸을 것 같은데 그런것도 자소서에 좀 녹이면 될 것 같은데 ㅠㅠ,,
2021.03.06 작성,사람인-자소서,서류라도 됐으면 좋겠습니다.,"졸업한지 반 년 조금 넘은 기계공학도입니다. 취업준비를 하면서 인적성과 전공, 자소서를 병행하고 있지만, 서류도 못 뚫고있는 현실을 생각하면 답답하기만 하네요.. 서류를 뚫어야 인적성과 전공 공부한게 효과를 발휘할텐데 말이죠 ㅠㅠ 자소서에 문제점이 있다는 것을 인지하고, 여러 실무진이나 주변 취업한 친구들에게 첨삭을 받고 내도 결과는 늘 같더라구요.",30년 근무후 퇴직한 실업자 입니다.. 주제 넘는 말이지만 제가 지켜봐온 주변 지인들의 자녀를 보면 보통 1~2년 정도 취업 준비를 하고 있더라구요...제일 중요한것은 낙담 하지 않는것이 제일 중요합니다.지금 현실이 넉넉하지 압ㅎ아요.같이 화이팅 합시다.(누구한테 답변을 하는것도 처음이네요...),희망을 가지세요 꼭 좋은 일 있을거에요...,경력이 우선인 분야인것같네요. 작게나마 경력을 쌓아 보심이 좋을듯해요. 한단계씩 올라간다고 생각하심 좋겠어요 ~,경력도 취업하기 힘든세상입니다 힘내시고 언젠가는 좋은회사로 취업되길 기원합니다,30대 넘어가면 좋은자리(대기업) 취업 어렵습니다 지금 열심히 두드리십시요! 일자리 많다고해서 내가 가고 싶은곳이 많은건 아니니까요 힘내세요
2021.03.06 작성,사람인-자소서,자유형식 자소서 작성법,자유형식으로 두페이지분량의 자소서를 작성해야하는데 어떤 문항들로 구성해야할지 모르겠어요,답변 없음,,,,
2021.03.04 작성,사람인-자소서,혹시 채용 담당자분 계신가요,자기소개서 내용이 합불에 큰 영향을 미치나요? 스펙이 조금 부족해도 자소서가 인상 깊다거나 관심이 생기면 면접 기회를 주는지 궁금해용 주변 지인들이 이런 경우가 많았어서...,"내가 이 일과 관련하여 무엇을 했는지에 대하여 자소서를 쓰기 때문에, 관련 경험이 없으면 자소서가 제대로 나올 수가 없습니다. 스펙이 조금 부족하더라도 그러한 경험들을 자소서에 잘 풀어내시고 정말 이 일에 애정이 있고 하고 싶다는 것이 느껴지고, (그리고 글을 잘 쓰시면) 면접 기회는 충분히 주어질 수 있습니다.","경력자이시면 경력위주로 봅니다 자소서는 큰 의미를 안둡니다 면접때 어필을 어떻게 하냐가 중요하죠 신입이라면 조금 다릅니다 지원할 회사의 정보나 분석, 입사 후 업무 계획같은 내용들이 있다면 좋겠네요 글쓴이가 면접관이라면 멀 궁금해할지 멀 보고 이 지원자를 선택할지 고민하신다면 조금은 나을껍니다","중소에서는 봄. 근데 몇천 몇만 모이는 중견, 대기업에선 안봄. 그렇다고 대충 쓰면 서류 통과하고 면접볼때 면접관이 볼 수도 있음. 그러면 낭패",,
